"m","reps","seed","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10"
0.4,16,9010846620316393472,0.00195275315,0.0018616436,0.0019064566,0.00191452705,0.0019373175,0.00184900525,0.0018943115,0.0018618121,0.0019016028,0.00190281285
0.5,16,4754278774430328832,0.00193010465,0.0019036231,0.00196389635,0.00193559905,0.0019352248,0.00189388655,0.00193785345,0.00185230305,0.0018319972,0.00195215285
0.0001,17,4956082420558893056,0,0.0013390258,0.0001923675,0.0001148004,0.00133098395,0.00005532855,0.0000367902,0.00015901595,0.00009172975,0.0015592082
0.001,17,413990704398438848,0,0.0000017991,0.0013738143,0.0011305503,0.00116729,0.00001225715,0.0011261123,0.0000151513,0.0009184976,0.00001247035
0.01,17,6847990759606011904,0.00187039845,0.00196883585,0.0019980875,0.00030762655,0.0020310926,0.0018556673,0,0.00208627475,0.0019480324,0.00195941255
0.015,17,1519021386729506048,0.00192338605,0.0018392767,0.001807171,0.00193993785,0.00168034995,0.00185409055,0.0018302136,0.0017799461,0.0018100495,0.0000570892
0.1,17,7284303099576729600,0.002043636,0.0019019569,0.0020191025,0.00203646015,0.0020118572,0.0020260795,0.001963528,0.00193310765,0.00190372535,0.00198467865
0.15,17,2163372348779594496,0.0019162271,0.00197437005,0.0019832679,0.0020052165,0.0020505109,0.00201961705,0.0020458188,0.00198963225,0.00197863635,0.00198892885
0.2,17,499843327291949696,0.0021448849,0.00205524965,0.00201062695,0.0020707567,0.00207743415,0.0020916011,0.0020578383,0.0021284779,0,0.0020910486
0.3,17,5648973242597983232,0.001996098,0.0019345521,0.00194847365,0.0019422305,0.00197641045,0.0019237558,0.0019422434,0.00195785195,0.0018923545,0.00191318065
0.4,17,371053408576438976,0.0018956748,0.0018828968,0.00192003875,0.0019199457,0.0019538208,0.0018257093,0.0019332484,0.00185254765,0.00187651385,0.0019051683
0.5,17,8405088718307287040,0.00195368365,0.0019630029,0.0020336611,0.00198602835,0.00196186935,0.0020291085,0.0020230307,0.0020203151,0.0019353153,0.0020494146
0.0001,18,7502963660931400704,0.0004581955,0.00041723195,0.0005820535,0.0000009995,0.0002108271,0.00027446845,0.00055765245,0.00043963755,0.00054117125,0.0004468112
0.001,18,5100380019034983424,0.0015550292,0.001385873,0.00168333335,0.00119601815,0.00146696725,0.0015480036,0.00158624585,0.0013512447,0.00130747915,0.0015693003
0.01,18,5666568532009676800,0.001962137,0.00003984445,0.00190460885,0.0018095945,0.0018913948,0.00179781625,0.0018574273,0.00187711495,0.0017687559,0.00202828185
0.015,18,1180356551474937344,0.00216570435,0.0020181141,0.00187281615,0.0019647678,0.00205908165,0.00200891415,0.00184114,0.0019159573,0.00178954465,0.00204014905
0.1,18,1443861242917477888,0.0019649408,0.00192632055,0.00190097075,0.0019828376,0.0020115359,0.00196522485,0.0019166221,0.001957732,0.001900088,0.00194542735
0.15,18,7035125930535501824,0.0019133516,0.0018139538,0.00186627625,0.0019191868,0.00184014325,0.00191179295,0.0018761349,0.0018317024,0.0019176329,0.0017823078
0.2,18,9140076127803270144,0.00181953905,0.00181253575,0.0018424029,0.00188905565,0.00178970925,0.0018138827,0.00180583235,0.00184814905,0.00180214835,0.0018497804
0.3,18,2604834426001048064,0.00213506765,0.0021005623,0.0020342404,0.0020444858,0.0021690362,0.00202556515,0.00213057865,0.0021331163,0.0021078821,0
0.4,18,3706697092330361344,0.00195327785,0.00201269935,0.00189053135,0.00191837995,0.00196514335,0.00185362175,0.0017792205,0.0019983632,0.0016141114,0.00198679255
0.5,18,6700617745715864576,0.00183539535,0.0018030723,0.0017958276,0.0019260266,0.00179684715,0.00182082405,0.00180502285,0.00190659725,0.00189695175,0.0018717314
0.0001,19,5588561002565885952,0.0004197041,0.0000441098,0.0002909689,0.0004075373,0,0.00017377065,0.00066069635,0.00009912585,0.00037374315,0.00067159645
0.001,19,6342980161008814080,0.00110667515,0.00148031755,0.00134180735,0.00142517825,0.00092892445,0.0010327747,0.0013804801,0.000875809,0.00098806505,0.0014453995
0.01,19,7655913281422084096,0.0016992114,0.00169617005,0.0018641179,0.00174260505,0.0017225241,0.00163321415,0.00161295725,0.00171776045,0.00182992415,0.00023547025
0.015,19,7154096639499615232,0.0020627867,0.00215776865,0.00206365285,0.0020907446,0.0021910602,0.001982214,0.00217552275,0.0020865089,0.00208509365,0.00208310345
0.1,19,8692766379994891264,0.00193390405,0.0019412674,0.001851016,0.0019427651,0.0019119909,0.0019413057,0.0019506868,0.0018805697,0.0019242012,0.0018265413
0.15,19,4709674561949332480,0.0020431291,0.0019782916,0.0019652725,0.0019564434,0.0020223,0.001974706,0.00200732545,0.00204952995,0.00202224915,0.00191695515
0.2,19,7875556451245028352,0.00186443505,0.001820283,0.00186082635,0.0018069124,0.0019223635,0.0018911381,0.001854971,0.0018709155,0.00185166005,0.00187982055
0.3,19,1998828328080684544,0.00193003515,0.00188412245,0.0018642549,0.0018967814,0.0019880755,0.00191235075,0.0018568475,0.00191235575,0.0019767066,0.0018720053
0.4,19,6604626954173735936,0.00189793845,0.001892761,0.0019236551,0.0019889374,0.0019577552,0.00189240655,0.00197684865,0.0019049593,0.0019409348,0.00195323665
0.5,19,4445158532044409856,0.0020545264,0.0021527646,0.00213775415,0.00211154015,0.00205464085,0.0020704782,0.00207847175,0.0020635337,0.0020720588,0.0020592245
0.0001,2,2953720172634767872,0.0007640558,0,0.0000845564000000002,0.0003220179,0.00019850045,0.00045833215,0.0001513729,0.000102685,0.0000187198,0.0004223562
0.001,2,8627179123578068992,0.00177551955,0.0000109791,0.00156740665,0.0011529372,0.00166780605,0.00060895155,0.00174123495,0.0015907103,0.00001266885,0.0014668552
0.01,2,5768110261794429952,0.0018090086,0.0019838954,0.0018060016,0.0019001312,0.0018134085,0.00186882745,0.00191162585,0.001837056,0.0020713071,0.0018486213
0.015,2,8132390322595211264,0.0020783229,0.00214953685,0.00211259945,0.002082714,0.00214979865,0.00214599185,0.0021686986,0.0021283803,0.00214875505,0.00215117075
0.1,2,7004457601849543680,0.0018135021,0.0017447868,0.0017312442,0.0017649184,0.00179429475,0.00174597795,0.0018014622,0.0017492346,0.0017931415,0.00164982775
0.15,2,1385048551074036992,0.0019350828,0.0018689892,0.00193189905,0.0019071645,0.00055556345,0.0019474551,0.00193370335,0.0019529434,0.00193232345,0.00198847985
0.2,2,3641802521440108544,0.00197626595,0.00180872335,0.00195833025,0.00195654965,0.00192265055,0.0019353713,0.0019128565,0.0019790666,0.00191287325,0.001919131
0.3,2,7894130957191770112,0.00176437185,0.00181680065,0.0018060825,0.0017672952,0.0018186001,0.0018121358,0.00184255725,0.001750533,0.00188955095,0.0017661762
0.4,2,2854133170396216320,0,0.0018476583,0.00188790165,0.0018753041,0.00191510215,0.0019156543,0.0019349194,0.0019060492,0.00191320555,0.00183278205
0.5,2,5364248557079499776,0.0020274219,0.00208058505,0.00198371,0.00205527015,0.0020015943,0.0019893749,0.0020022291,0.00202072015,0.00197145645,0.0020024671
0.0001,20,3040649556669123584,0.00057916805,0,0.0000415897500000002,0.0001579673,0.00011132685,-0.00001254135,0.000841885,0.00015855445,0.00001320265,0.00043602995
0.001,20,6693322030027483136,0.0017465821,0.0018594681,0.00146433985,0.00168070165,0.00157150175,0.0021181434,0.00149633265,0.00165412535,0.00205223205,0.0014168392
0.01,20,1566114658294818048,0.00190553975,0.00187130015,0.0020292801,0.0018401595,0.0019652721,0.00195771075,0.00190773775,0.0019254253,0.001940279,0.00205370975
0.015,20,2181440480913343744,0.00202393565,0.00201343325,0.0021801302,0.00207958925,0.0019385036,0.0021143694,0.00211089905,0.0020857267,0.0020707768,0.00007229825
0.1,20,642588477861665024,0.00174594185,0.0018281959,0.00186050395,0.00178045785,0.0017538976,0.00180891765,0.00183850155,0.00175367615,0.00103679835,0.00184883475
0.15,20,4900351883582072832,0.0017722021,0.0018219133,0.00182015495,0.0017910357,0.0018908749,0.0018024618,0.0018190067,0.00181877955,0.00186048775,0.00186943505
0.2,20,8711210353716311040,0.0020043026,0.0019581265,0.00205623465,0.0020316851,0.00201767155,0.00206739025,0.0020128232,0.0019499285,0.0019138834,0.00203978445
0.3,20,1985121696664658688,0.0018087153,0.00179178,0.00184579195,0.0016872262,0.00188041255,0.00181033265,0.00181400705,0.00181240805,0.0018752149,0.001845778
0.4,20,8527307957661313024,0.0018726856,0.0019244398,0.0018711105,0.0019204414,0.0018908189,0.001908162,0.0018878153,0.0019111345,0.00190667135,0.0019399191
0.5,20,6907889293215672320,0.00189468355,0.00175764425,0.0018701449,0.0018692356,0.00179761115,0.00178380985,0.00176446575,0.00182605315,0.00176912705,0.00185960435
0.001,3,4763216791404424192,0.00085838665,0.0008163441,0.00098952555,0.00102941175,0.00138007885,0,0.0010358687,0.00100532905,0.00100653435,0.00067823285
0.01,3,5381186617649704960,0.00202417525,0.00202984835,0.00196770865,0.00204189075,0.0019433802,0.0019687192,0.0020859604,0.0019324349,0.00197717555,0.00187604295
0.015,3,8817823310179717120,0.00195949015,0.00197929275,0.00197825185,0.00204333325,0,0.00208112545,0.0019591707,0.0021046534,0.00205734925,0.0020360935
0.1,3,4598243059113691648,0.00192491125,0.0019093745,0.00194504265,0.0019204368,0.0019116995,0.0019791893,0.00190113385,0.0019994764,0.00199015595,0.00187857265
0.15,3,5110540833369652224,0.001854117,0.0019066376,0.0019416481,0.0018372152,0.00190626625,0.0019189935,0.001863147,0.001845351,0.00191261,0.00187290525
0.2,3,1731495761890850304,0.00190949555,0.00197226605,0.00197913,0.00184872475,0.00189529405,0.00186731965,0.0019149205,0,0.0019697226,0.0018739193
0.3,3,2673097733672843264,0.00199222975,0.0019392094,0.00205306785,0.0020318915,0.00207264195,0.0020225608,0.00198871225,0.0020196516,0.0019977787,0.0012446412
0.4,3,7517619522038219776,0.00206935,0.0020809543,0.0019863056,0.0020591752,0.0019793507,0.0021126474,0.00204028455,0.00208329565,0.00201161415,0.00211401285
0.5,3,1402528426681067264,0.00200315435,0.00201738265,0.0020210598,0.0019756226,0.0020747461,0.00201242665,0.00202603545,0.00200304245,0.00201317315,0.0020569118
0.0001,4,5876114784475498496,0.0003667007,0.0002747818,0.00123272815,0.0000391817500000002,0.0000488129499999999,0.0002715402,0.0009760675,0.0003684122,0,0.000232498
0.001,4,7028070464852665344,0.0012181503,0.00002203075,0.0014391915,0.00123773905,0.00121744095,0.0000021987,0.0013480233,0.00041577085,0.0014356055,0.00114176475
0.01,4,8573000197093748736,0.0020369689,0.0019137797,0.00186182095,0.00187085455,0.0019674597,0.0020470162,0.00191587995,0.00194607835,0.0018035654,0.00206806625
0.015,4,1252319555508044288,0.00217033495,0.00046071245,0.00210254725,0.00210637625,0.00200464155,0.002036175,0.002048539,0.00216046415,0.0019674576,0.00209806715
0.1,4,7280868753104945152,0.001961951,0.00193692645,0.0020623841,0.001976418,0.0019209987,0.00200388465,0.0019363207,0.00192450255,0.00196221845,0.00198253775
0.15,4,451654661321085632,0.00182221255,0.00182036905,0.0018208353,0.00178970125,0.00179617525,0.0018365095,0.0018230173,0.0018318476,0.0018641212,0.0017734093
0.2,4,8864272915550829568,0.001979834,0.00073763765,0.0020086715,0.00194414695,0.00198529325,0.00197117925,0.0019396528,0.0020071872,0.00201243305,0.00205164245
0.3,4,5006418204521675776,0.00196294335,0.00190850025,0.0020009234,0.00194754045,0.0020252518,0.00201118285,0.00187879615,0.00192054635,0.00199160825,0.0019344208
0.4,4,3895571298031080960,0.00187306465,0.00193372725,0.0019833043,0.00192771185,0.0018864733,0.0019236528,0.0019177262,0.0018799572,0.0018802879,0.0019070525
0.5,4,5742295016259289088,0.00178196335,0.0018562248,0.0017977965,0.0018439011,0.00181979545,0.00176712225,0.0018296036,0.00183572965,0.0018099003,0.00184408155
0.0001,5,9111360420703794176,0.00041447035,0.0002657712,0.00012809685,0.00011227065,0.00062220885,0.00049704265,0,0.00048321345,0.0001701714,0.00001418735
0.001,5,1442821380381467136,0.0014766751,0.0014594192,0.00143330585,0.0017432724,0.0015404595,0.00152229605,0.0000023988,0.0001443298,0.00145444875,0.0012952244
0.01,5,4594219080815180800,0.00185603055,0.00181571485,0.00191361315,0.001736337,0.00176482505,0.00176207995,0.00173630905,0.001840767,0.00175000195,0.0017006603
0.015,5,5716256736631972864,0.0018962368,0.0019454884,0.00175083585,0.0018659701,0.00190823275,0.0017736667,0.0017722482,0.00191169555,0.00186283205,0.00196618535
0.1,5,8885058342515908608,0.00203289145,0.00208998215,0.0021009675,0.0020778489,0.00209485205,0.0020318628,0.00202376575,0.0021400054,0.00045729045,0.00205891
0.15,5,3761919939960944640,0.00207053165,0.00212326425,0.00208266635,0.00217377435,0.00207543495,0.00206998105,0.0006533402,0.0020869086,0.00218628805,0.00211565295
0.2,5,450917606235510400,0.00189949445,0.00191282905,0.00180718485,0.00181247265,0.00178947285,0.00185897275,0.001897563,0.0019523673,0.00183629315,0.0018721643
0.3,5,5163479765299356672,0.0018382938,0.0018051143,0.00190747835,0.00185551985,0.0017842638,0.00089747985,0.0018361076,0.0018864897,0.00089376285,0.00174217295
0.4,5,4069080566975916544,0.0017937927,0.0017464351,0.00171688335,0.00183189585,0.00186823905,0.0017609523,0.00180064425,0.0017872919,0.0017526387,0.00177678235
0.5,5,6814279227689095168,0.0019253825,0.00194623125,0.001878504,0.00191526735,0.0019880232,0.00195908875,0.0019753141,0.0019174358,0.00196267465,0.00193529485
0.0001,6,5488548545968323584,0.00075395175,0.00016583385,0.00053014865,0,0.0004898681,0.0001839089,0.0002913875,0.0000039822,0.0002238773,0.0003491395
0.001,6,2998078760402781184,0.00131508795,0.0000551738,0.0013365572,0.0013426964,0.000001999,0.00131369245,0.0013646375,0.00141628285,0.00148514315,0.0015035898
0.01,6,2407968176015396352,0.00022477485,0.0013853648,0.0019331501,0.0019858461,0.0019159724,0.0018568647,0.0019520818,0.00009387,0.00208115595,0.00197684125
0.015,6,1843140745710044416,0.00193050865,0.00187443465,0.00184744285,0.00190992355,0.0018532292,0.0018042948,0.0019165033,0.00187067355,0.00186920125,0.00188821335
0.1,6,7668513162597201920,0.0020520316,0.00200922935,0.00194515485,0.00187191725,0.00199826885,0.00193953905,0.00198814635,0.00197999705,0.00188315765,0.0019510776
0.15,6,8982627059963973632,0.00188776225,0.00180611735,0.00188348635,0.00194085885,0.00194582985,0.0018947285,0.0018276317,0.00191033645,0.0018660199,0.0019537794
0.2,6,5261705238531269632,0.0018159159,0.0018669286,0.0018608705,0.0018425914,0.0018670418,0.00184802265,0.00188420675,0.001796581,0.0019045096,0.0018956219
0.3,6,6076483650180204544,0.00211692115,0.0020318551,0.00208291695,0.0021064352,0.00201881895,0.00206259695,0.0020858968,0.00203582585,0.00212275705,0.00214842805
